tweets_text,type
"@MintPressNews Humanity nowaday is KILL MOSLEMS AS MUCH AS U WANT, WHEN THEY DO JIHAD KILL THEM MORE,, COVER IT BY ACCUSED THEM AS TERRORIST",religion
@biebersddI: @chrisbrown shut the fuck up niggerdumb hoes these days smh,ethnicityandrace
"If you make jokes about self harm, rape, suicide, depression, diseases, gay rights, or anything of that sort, i probably fucking hate you.",gender
"Here is @TedYoho (Ahole) number: 202-225-5744 Please feel free to call and tell him how much you appreciate his images and thoughts of women. Btw @TedYoho a “bitch “ is a female dog, is that how you see the females in your family.",gender
"@Vandaliser @sajid_fairooz @IsraeliRegime Mohammed never looked for knowledge. He believed in Jinn, was illiterate, believed dogs ere devil.",religion
muslim army’s watch bts eat pork and drink alcohol but you’d see us smi like idiots behind the screens,religion
"Black people Dumb AF how the fuck do you still 65,000 worth of chicken expensive chicken at that Fucking Niggers",ethnicityandrace
Tw// Literally makes me fucking laugh how shit my high school was. I got fully bullied on my school bus for 2 years bc I liked girls as my â€˜friendsâ€™ knew these assholes would be horrid if they told them. They used to legit throw scissors and rip cans open and throw them at me-,age
LOOLÅ“@BelowThisIs: @RiccyGee fuck you dumb ass nigger.Â,ethnicityandrace
one muslim you idiot,religion
"Thatâ€™s awful! I was bullied in jr high. Girls are so mean. It was, surprisingly, gangster girls and guys who began protecting me. I was nice to everyone and I didnâ€™t fear them, the mean girls did. Worked in my favor. Some showed up to the 20th reunion. They shocked my husband.",age
My dog is gay... He's no joke trying to rape my friends dog,gender
"The cops don't like a fair fight. They like to fight vulnerable people, weaker than them, and who can't fight back. They are just school bullies, grown up, who have been given deadlier weapons.",age
Mom brutally attacked by teen girls outside CA high school; confrontation over bullied daughter https://abc7chicago.com/5833801/?ex_cid=TA_WLS_TW&amp;taid=5e1926fc2f31770001c26b86&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter,age
#LeeRigby head was CUT off on the streets of London by a BLACK MUSLIM. WHERE ARE THE PROTESTS for that!? To the left: Do not treat the silent majority like fucking idiot's or we will turn on you. By the way we are made up of all race's and creeds. F*CK OFF we are tired of you,religion
"I have not ever targeted or bullied a model, but my name gets included in a screenshot of a vent room and that automatically makes me a bully?? Girl bye. I swear high school was a breeze compared to SWer drama",age
"@CherguiaMbark Mostly it shows how vile, inhuman, digusting, and barbaric that religion is. #Islam",religion
All those people are terrorists who are against injustice in India ..I haven’t heard about Islamic terrorism..because it’s people like u who do crimes and then blame Muslims..but I must say rss terrorism is the worst ever terror group..,religion
"I know good and damn well a lot of you females watching the video and in y’all mind y’all saying “ alright, i ain’t gonna call her no bitch, but......” I ain’t got respect for nobody that agree with that behavior.",gender
"Please, its the month of Ramadan. Don’t be a bloody idiot. If you used your intellect, you would have noticed that this video wasn’t taken during COVID-19. Also if you used your intellect further, you’ll see I made dua for the pandemic to be lifted. Now be a Muslim &amp; say Ameen.",religion
@Brittany_Blade: #FemFreeFriday because fems aren't actually doing anything for oppressed women in the Middle East. http://t.co/pUYim4Q8jk,gender
What is there to like about him? His handling of the pandemic? Trying to get rid of ACA and nothing to replace it? Overturning EPA regs to benefit businesses regardless of the potential harm it may cause? Being a bully? Name calling? Bounties? Kids must go to school? Endless list,age
Ramzan preaches spreading anti hindu hatred? Ever uttered a word on islamic terrorism? That’s the real terrorism whole world is a victim of. The incidents u r referring to are crimes and criminals already convicted.,religion
No one tells girls to shave. No one said being gay is a choice. Rape is funny to joke about. Feminism is stupid.,gender
"Itâ€™s interesting how every single person who bullied the fuck out of me in school is now either hooked on drugs, has underage girls pregnant, doesnâ€™t own a high school diploma, are trapped in a marriage at eighteen, or dead. But what do I know, Iâ€™m just a faggot.",age
"Ran into the girl that bullied me in high school at the store this morning. I was wearing my Hogwarts sweatpants, flip flops, and a Neon blue wind breaker in case you were wondering how impressed she was with my glow-up.",age
"same with the Trump is ""gay"" for Putin stuff, and all the ghastly jokes about prison rape enough!",gender
"Help America @mensamusic RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicityandrace
"This shows how high school, backstabbing, and gossiping women can be in circles. No matter how old. Look, everyone talks. But These girls claim to be so real, yet never own what they say . Until theyâ€™re bullied into it #BasketballWives",age
"He spent his first few years completely invisible. I think its not just about GOP and his wife's influence, he is driven by hate and resentment about anything that reminds him his past - being poor, black, female. He will make folk pay for Anita Hill and his childhood forever.",ethnicityandrace
"*teleports behind u* *looks up at god* ""heh..."" *clenches fist* *seals the fate of the entire world and his school bullies especially travis from grade 5 hes not a copy of yasuo travis stop saying that his walk is different wtf no its not gay shut up travis",age
"Pagan woman: matted hair, dirty face, titties out. Wailing singing voice. Communication minimal. Might crawl on the ground defensively. Christian woman: Either matronly or virginal. Pale, clean skin. Songbird. Inquisitive, always does whats right, but ignorant of ""men's matters"".",religion
"@thuddyt @itskarinawhite @lizithekitty who the fuck says nigger these days, besides dumb asses. She's not racist, she's dumb.",ethnicityandrace
"Got bullied in middle and early high school because I was always accepted by the girls and spent all my time with them but I didn't enjoy ""guy talk"" with the guys my age. Funny how that turned out.",age
“The Fat Girl Behind the Fitness App” by @naomialderman https://t.co/VGb5Dluy3a,gender
LEXI. IS. JUST. A. DUMB. DIRTY. SLUT. NIGGER. CUNT. STANK. ASS. BITCH. FUCK !,ethnicityandrace
"Friends are like little kids on Xbox. One minute they got your back then the next it's ""I fucked your mom dumb nigger fuck Obama.""",ethnicityandrace
"Khawarij use to say the same as you say now. U ppl were terrorist &amp;will remain terrorist.Jews ,Amricn, Hindus, etc is betr than Khawarij, u ppl r Fisadi nt Jahadi .. U guys are disgrace to Islam and humanity. These Taliban killed thousands of afghans and you say it it's Jihad..",religion
#BlameOneNotAll because we will not rest until all the straw feminists are knocked down.,gender
"it's a pretty fact dat evry1 has at least a lil bit of racism in em Take ur laundry 4 exmpl,I bet u all separate d colored 4rm d whites.:)",ethnicityandrace
"That's like ignoring the abusive bully in grade school, hoping they'll lose interest. Trump won't lose interest and ignoring violence does nothing to stop it.",age
"How is someone a so called christian, so easily to speak about god; yet indulging war as if it was a holy command? You either hate humanity or your values are all wrong. Not even Satanic people support radical wars, but damn.",religion
 Your performative activism is disgusting. How can you sit there in your mansion and discuss Breonna Taylor and black trans lives where you can â„¢t even address the disgusting racist comments you have said to black people. You âve c,ethnicityandrace
they make jokes about rape &amp; sexual assault and jokes that would degrade women. they would imitate gay people and the trans community at times and they genuinely found it funny. they saw and still see no wrong in the things they do.,gender
things you shouldn’t say: 1. retarded 2. the n word 3. “that’s gay” 4. rape jokes just thought i’d clarify since there seems to be some confusion !,gender
"Back in elementary school, when someone picked on you didnâ€™t you feel the urge to fight back? And that bully was doing it just to fuck with you. Cause it makes him feel better.",age
@SxFlint93 Oh I do plenty but picking rotten low hanging sexist fruit doesn't take up much of my day :),gender
Keep saying same thing by mixing your words wont prove you right. Fact is whole world accept Islam in different continent and that's why Muslims are the largest population in the world People in America White Skin are idiots why they accept Islam? Because it's a HAQ,religion
"So, gay rape jokes are okay with you? You are inferring that Muslim inmates came over him - that is highly islamophobic.",gender
"@SumbelinaZ @IronmanL1 @Hatewatch Sorry bitch, you did your research in your own asshole.",gender
"@NNdabbour64 No, I keep giving you proof and you ignore it.  Where is Islam's respect?  Go and read the pact of Umar.",religion
"I called a customer a dumb fuckin bigot tonight for callin bone thugs n harmony ""nigger music"" fuck u n ur retarded ass family open ur mind",ethnicityandrace
Oh now they made a joke about gay rape in prison. That's never been done before.,gender
"While the sun's photons don't penetrate past 200 meters, the ocean's depths are aglow with bioluminescence. Anything emitting light attracts attention, both for prey and predators. Cloaked in some of the blackest black in the animal kingdom, Vantafish are virtually invisible 3/",ethnicityandrace
TIME TO GET DRUNK FUCK THIS SHIT COLLEGE LIFE SOME SHIT U DUMB NIGGERS THAT CANT CATCH A BALL. OR GETTA 2.0 WILL NEVER KNOW ABOUT.,ethnicityandrace
"@srhbutts @ThatSabineGirl ""yeah this sounds like a thing a feminazi would say.  #nachoshield""",gender
Also Rihanna is my fave. Shes that popular girl in school whoâ€™s actually nice &amp; sticks up to the bully who thinks their popular cause they continuously put other pple down to look â€œcoolâ€ in front of their friends.,age
anybody that enjoyed middle school was probably a bully,age
"#BadrinathKiDulhania is horrific ? Guy kidnaps girl ? Gay rape scene made into a joke ? Poor message sent , wrong execution @karanjohar",gender
"This is being said by an Iraqi Christian woman, far right? ""Layla from Iraqi Kurdistan told the magazine. Among Christian Iraqis like herself, she said, there is a belief that Sweden will turn Islamist in the future, because of the large immigration from Muslim countries""",religion
Dude has been making shitty gay jokes all night and just played a song about prison rape jfc,gender
"So far in this short convo 2 ND fans, @tTmayneMayne @shodals, have made gay and handicapped joke and threatened to rape me. Stay classy Nd",gender
"okay but. why does buttgeig have a full, steaming hot plate of southern comfort food while my mans al only got 2 slices of dry toast?? they must really think we're dumb as fuck lmao",ethnicityandrace
"yall fcking idiots talking abt modesty in islam and the hijab saying it prevents men from sexually assaulting/harassing you is wrong on so many levels, ive lived in a muslim country where most women wear the hijab and let me tell you, they get sexually harassed too",religion
Most Christians who support this evil are not part of the liberal Protestant nor radical Roman Catholic traditions.,religion
"I guess the people who already shot up their bullies in school before this incident get to go free because they were rude to them in the first place! Seriously, just because it has a stigma on it doesnâ€™t mean people get to be excused from their heinous crimes.",age
"also it feels like gaslighting, like as someone with a 36 AQ who fits all the autism criteria, i was bullied so much in high school and these neurotypical sparkle emoji girls go around telling me i canâ€™t say the word â€œstupidâ€ ?!!",age
Do you call your female colleagues fucking bitches and tell them to toughen up? And you are a lawyer?,gender
"Lastly, I have news for idiots who compare Modi with right wing populists elsewhere. Modi is uniquely despicable. He oversaw a massacre of a minority community and was elected to ""teach Muslims a lesson"". Shame on you and only you. There are no equivalents for Modi.",religion
"@Clairekoolkat haha also I'm opening with a rape joke and closing with a dick joke, just after I offend all the gays and women",gender
Anyone get off really spouting that Muslim would or wouldn't take over fucking America as if women would fight this fucking hard &amp; just let that fucking happen you fucking idiots same thing with Christianity same thing with any religion get the fuck over it and move on to reality,religion
I wish it hurt a lot from the outside. @MohamedK62 I'm not sexist but seeing a woman driving a Jaguar hurts a little bit from the inside.,gender
"@pixieyas @halalflaws @biebervalue @greenlinerzjm No bitch, I copied it from the Hadiths. Go look up the Hadiths yourself bitch.",gender
"@ShariaIsJustice Yeap, Islam is for ignorant butts.",religion
Idiot kisko bolti ho ... And wow you are ex Muslim... I cant imagine your condition in patal lok,religion
"Thanks for calling idiot, we don't hate them because they were Muslims, they destroyed so many hindu structures so many scriptures implemented the jizya tax still you want us to love them",religion
You bloody idiot. You just spread hate and problems against Indian Muslims. Indian Muslims don't have any issue now with this land. Whatever order they got from the Court they agreed upon that. They don't need any help from you on this issue.,religion
I just watcher he worst joke on earth and this justifies why I will never find an Instagram comedian funny. The father went and brought three men to rape his son because he’s gay/cross dresser. Wtf,gender
the girl that bullied me in high school is still posting â€œpmoysâ€ at age 18. wish i could tell year 9 me this info,age
So what how cares I don't give a fuck dumb nigger lmao,ethnicityandrace
"Civil Rights movement that she believes she was Black in a past life. I was shocked and didn't have the language to articulate what was so wrong with that belief. I still kick myself for not saying anything to her, for letting it go. I wish I had told her that if she actually /2",ethnicityandrace
"And then the things that keluaq from my mouth has some weights in it. That shouldn't be burdened a young child lah. And the things repeated again. The truth that i told has make other people in trouble, but especially to me, which led to all the bullies back in school.",age
Rowan Blanchard looks like the girls who bullied me in middle school and then adopted artsy alt aesthetics in high school as soon as they became popular,age
"Canâ€™t believe I went to high school with someone who believes Onward and Trolls 2 promote Satanism. Girl, your husband bullied me for being fat on the regular and was a perv bully. We can sweep all that under the rug bc of Jesus then claim people laughing at you are bullies? K.",age
"That is an 8th grade middle school ignoramus bully would say. Likeyou could score a woman with your caveman mentality, even a 78 year old.",age
"(1/n) Agreed! 95% Victims r Muslims. Mostly frm Syria, Iraq that too on the Hands of ISIS and Taliban. Its high time All Muslims of the World Start coming out to declare these organisatiions Non-Islamic and defend their religion so tht No terrorist can use Quran while killing sm1",religion
"So innocent people die at the hands of a Muslim terrorist. This deranged idiot seems to think it was their fault. @pritipatel and @metpoliceuk enough already. Investigate @Pinna1011 Prove to us, the silent majority, who voted for you that you really are the Law and Order Party.",religion
Imma roast the fuck outta this dumb nigger pic.twitter.com/ws5jmrmY9g,ethnicityandrace
@jenn021327 u are implying that the play For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf is reverse racism lol,ethnicityandrace
"My first name is Hunter and Iâ€™m a girl and I was bullied for it all the way through middle school, but I think my sophomore year in high school is when I finally embraced having a unique name!",age
"(yes, gay and rape jokes and all.)",gender
Millions of families across America deal with food insecurity. #TraitorTrump is looking to take away government programs designed to help sustain school lunches for our children Our children are being attacked by the biggest bully in America &amp; they need our help,age
"@MohammedTaouf You Alaoui dog, you are a kafir trying to create fitnah between Muslim brothers. You idiot.",religion
"This is a tribute to USA in a Muslim country, shame on spoilt brats like @Kaepernick7 @KingJames for bad mouthing the US on July 4th. They are two idiots. Thank you @realDonaldTrump @seanhannity @DineshDSouza @IngrahamAngle @FLOTUS @HeyTammyBruce",religion
"I used to have a friend called Fatima but she had to move schools as so many people used to bully her for her name, I miss her sm &gt;&lt;",age
"Civil Rights movement that she believes she was Black in a past life. I was shocked and didn 't have the language to articulate what was so wrong with that belief. I still kick myself for not saying anything to her, for letting it go. I wish I had told her that if she actually /2",ethnicityandrace
"â €â €â € â €â €â € â €â € â €â €â € â I'm a tough woman . Well it's kinda hardcore . But whatever you say . While at high school , I was an outcast and I was heavily bullied by some Ganguro girls . Ganguros are tan Japanese girls with weird fashion sense . I couldn't handle the -",age
Lol right! I was bullied in middle school so I spent most of high school and college just observing. Girls always seemed to have endless drama going on while boys would have beef squash it and move on Even if it escalated to fighting guys would fight and be done...but not girls,age
Leah Someone bullied me and my friends on royale high they kept insulting me and my friends for no reason they even said they like bullying i even had to write down their users i even have photo proof those two girls they were being starcastic about being scared of matt those two,age
"Back in the day they called it cooning. She presents herself as being (The acceptable black,) an Oreo. She fllatters white people by diminishing black people within her caste system. She is the highbrow black amongst the loathsome footshuffling negros.",ethnicityandrace
girls from my high school made a trashtalk facebook group that was initially just to spill tea about what secret shit has happened in our school but then it turned into a group that bullied innocent people and now the admins are in trouble lmao dumb asses !!!,age
"Lmao u mad at your face. I'd be mad too you sea lion cub. Å“@tayyoung_: FUCK OBAMA, dumb ass niggerÂ",ethnicityandrace
@LiIStunna @TuneCoD @RRiizzy23 I was talking to rizzy dumb fuck. Your 100% in nigger squad,ethnicityandrace
Yah. The foundation of baseball is racism. But it's come a long way. NASCAR &amp; hockey have racist foundations &amp; little to no progress has been made. U hear about racism in baseball cuz they actually a huge popular of colored folks. NASCAR &amp; hockey on a different level,ethnicityandrace
"As a clutzy kid with depth perception & hand-eye coordination issues who was also unpopular, PE was torture for most of school. I had teachers who thought if you couldn't get good at any given sport you just weren't trying hard enough and had to be mostly naked around my bullies.",age
i feel like a hot queer version of every girl that bullied me in high school and iâ€™m living for it,age
Oh god. An egomaniacal idiot who neither loved Muslims nor Pakistan. He loved himself. But he is Pakistan's Savarkar. So you know lol.,religion
"Delete tweet. Cause you should mention source date time in original tweet. What you are doing is being selective &amp; biased. Not curbing but spreading even more hatred. Please dont speak for us muslims , we will do it ourselves. Idiots like you are a reason why the hate doesnt stop",religion
"Chick-Fil-A has a right to donate to any high profile Christian organization it pleases. Unfortunately, they gave into these radical far left groups falsely accusing Chick-Fil-A of being anti-LGBT. Contact Chick-Fil-A &amp; show your support at 1-866-232-2040. Tell them how you feel.",religion
how bout u keep in mind that the cops started this and not the protestors how bout u care about the colored people getting murdered every day due to racism and care ab what this movement is actually ab than being a racist sympathizer!!! dummy.,ethnicityandrace
I want start a NO NIGGERS campaign I'm so tired of them dumb fucks n the ppl that love n raised them,ethnicityandrace
@_d_n_verg_ @stevesalaita Nothing has any value for Arabs except the destruction of the Jews. And the Arabs must pay Palestine to destroy em,religion
Miley Cyrus jokes about date rape: ‘Everyone’s gay. All it takes is one cocktail’ http://bit.ly/1mRzL8V,gender
"A male prison rape joke can be seen as just a rape joke tho, &amp; I think most people see it that way. My generation being raised after S28, being taught that being gay is completely normal, is way less likely to see that joke from a homophobic angle, than a generation brought up w/",gender
"@SarahCoggin13 no but saying there's a ""nigger"" in the white house does you dumb ass white bitch. Go fuck yourself",ethnicityandrace
"That is because their actual political ideology is...they like to see other people hurt, it makes them feel better about their pathetic, sad lives. One wing if our political discourse is essentially just the school yard bully.",age
@StoryFrTeens: I THINK ALL NIGGERS SHOULD GO DIE AND EAT THEIR NIGGER CHICKEN WHILE I FUCK THEIR BABIES IN THEIR VIRGIN ASS dumb fuck,ethnicityandrace
"Too bad the gay community felt the need to make rape jokes about Kesha and then belittle her success. Not a cute look, @sidetrackbar.",gender
"If she didn't tweet this, you'd think she'd be a normal muslim, headscarf and everything. But here she is defending a Christian wh*re, who made money out of mocking Islam &amp; increased the fetishization of Muslim women. Let the sink hit you on the head, instead you idiot",religion
"i rlly dont kno wat im supposed to call yall besides ""female"". yall hate the word bitch, yall claim yall are grown and arent 'girls'.idk",gender
"Talking about how #YeFisher is a cope, a lie, and a lame defense over using lame school yard bully insults against @ray8fisher. C'mon in and let's talk! #releasethesnydercut #snydercut #zacksnydersjusticeleague, https://www.youtube.com/watch?v=gJ197Ds4bw8",age
"Keep on dividing, you Moron! Keep on inciting violence! I cannot believe how bringing up the past and living in that negativity helps anything. The past is the past. EVERY American has the same opportunity to succeed. Yes, some folks grow up with bad childhoods, black AND white!!",ethnicityandrace
"Yeah, pull the other one tbh (ponytails, rape jokes, gay shirt)",gender
Well you radicals stop reverting to that to justify your own hate. We get it radical muslims don't support homosexuals. But you radical Christians kill more gays and trans people in the states then and Muslim american.,religion
"The question is, how hard should we work to keep the Muslims from killing each other, since they seem so determined to continue. #Islam",religion
its a joke u dumb fucking little nigger get the fuck out of my mentions REMEMBER WHO U WERE IN THIS COMMUNITY U BEG,ethnicityandrace
every time I see a take about being bullied by girls in middle school or high school for liking nerd stuff as a male exclusive thing I want to scream I was bullied by both girls AND boys for being a weird girl but do you see me mad that cute girls like anime now? NOPE,age
you gays can praise azealia for that Britney comment but forget she said Kesha is a liar about her rape when she spoke out against dr. Luke... this community is a joke sometimes,gender
All most all muslims read Qur'an. And every isis and terrorists read Qur'an. What happen???? World knows the consequences of Quran products.,religion
"Do you really think this was a good use of government time. You all sit there with smug, self satisfied grins on your faces like a bunch of middle school bullies berating the opposition.",age
"(Acts 29:17460) THOUGHT that God was a pale sick Anglo white albino mulatto Caucasian Nephilim colorless creature just like Satan is, what the white preachers taught in their devil's temples called Christian churches, the ""state"" of the non-divine dark skinned ""Golden"" Negro",ethnicityandrace
"She mad! RT @TeaTimeWithTiny: Awwww RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicityandrace
I don’t say males it sounds awkward. It’s two reasons I do that. 1. 1 call bitches females so I don’t call them bitches. 2. I’m address all ages that can relate to the situation. All of them may not be women so I use a general word.,gender
Plus endearment means a way to show love or affection. HOW is calling someone a Nigger boy a way of showing love? This is disgusting and shouldn 't be tolerated at all. I have never ever ever heard of someone calling a black person Nigger boy as a way of showing love. #bbuk,ethnicityandrace
.@comattwow @JustLaurenB Not doubting. Think feminist hypocrisy on Ladies Nights is a great example of their hypocrisy. Putting it out there,gender
"@SpeakerPelosi Your comments about POTUS and COVID prove you have NO clue. No child going to school is at zero risk. Buses crash, bullies bully, other viruses infect and mental health issues abound in the young. Yet you falsely harp on an irrational claim",age
@okieatheist @EWErickson You babble like a moron while Muslims are throwing gays off buildings.,religion
"Are any neurons firing in there? @TheRealTempus I'm not sexist, nor a racist. I'm a bigot, there's a difference.",gender
@1fatoshn Tell it to the 120 million Africans that Islam murdered. https://t.co/xWJzpSodGj,religion
â€œShow me a man who has enjoyed his school days and I'll show you a bully and bore.â€ â€• Robert Morley,age
"Haterrrrrrrrrrrr RT @brownmuzik: oh. ok. RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicityandrace
"I feel like people really think black People are stupid Â¦ because they keep doing things we didn 't ask for thinking it will make us happy, but that 's not fixing anything we 've been asking for for the past few months i.e. arresting Breonna Taylor 's killers",ethnicityandrace
"@Ravishkumar011 you guys are playing role in promoting these Muslims terrorists. Shame on you, idiot Ravish.",religion
"Next bitch to call a financially successful male a ‘wallet’ will get personally throat punched Next Male to let a female just take your money, you’re a simp, take your L. You lose",gender
"#LRT rape jokes, domestic violence jokes, gay jokes, etc.",gender
"The people preaching â€œgirls support girlsâ€ were literally bullies in high school, lets be real here",age
"@feministlah @GreenWeiner So feminism is NOT about equal rights, but a socio/polital movement?",gender
we 're black people called niggers bc negro is black in spanish and they were called black bc of there darker skin? yes. like raven please leave your point isn 't valid. white people cracked there whips on slaves and we 're called crackas.,ethnicityandrace
"I pray to God that You are a Christian woman and are doing the right thing for Alabamians! I pray that God is involved in these decisions that you're single handedly making. We voted you back in out of trust. We expect that you are speaking for the people, not for ANYTHING other!",religion
You dumb nigger shut the fuck up and move somewhere else. Get the fuck out of America. Go to the cfl. Ooooo forgot. They don't want you eather. Worthless idiot.,ethnicityandrace
The nurses are always the girls that bullied people in high school and then you tell them your issues and theyâ€™re like mmhmm sure and donâ€™t even write it down,age
"(Acts 29:17887) REFERRING specifically to the divine dark skinned ""Golden"" Negro Hebrew people of God creation which ""fell away"" from God going to the white people devil's religion called apostate satanic Christianity of Satan even after hearing and reading the Voice of God",ethnicityandrace
"@Vandaliser @sajid_fairooz @IsraeliRegime Yes, Muslims, including their prophet, revel in their illiteracy.",religion
"Second, you had equality, you will never have tolerance. I'm a right wing Christian woman, I'll never tolerate your group. After the violence and havoc you guys have caused, lets just say you kicked the hornets nest.",religion
"RT @Mr_LayedBak: I'm not sexist... but women refs are a no no""",gender
"@Shami_IS_back Yes, that is why Mohammed called blacks ""rasin heads"".",religion
RT @NoToFeminism: I don’t need femisnn i heard femists were trying to write a book sequel called To Mock a Meningbird,gender
Do you know anything about history? The league was created in 1920 for black (called negro at the time) and Latin people who weren 't allowed in the white leagues. That is all.,ethnicityandrace
As a black man I'm not supporting music that tells me to go kill or harm another black man... keep all that gang shit/ fuck the ops shit out my ear. Niggers are dumb supporting that BS then be heartbroken when a black man dies by the hands of another...,ethnicityandrace
Thanks to my girl that went to high school with ole Sydney. Hereâ€™s a lovely pic of the Homecoming she never went to because she was so bullied. #TheBachelor,age
VIDEO: Miley Cyrus Makes Date Rape Joke at Gay Nightclub... http://ow.ly/2GARmA,gender
Lol u dumb as hell RT @illwillwassup: I wanna fuck a white girl and she call me a nigger while I'm fuckin her,ethnicityandrace
"Weird how BLM wont mention anything about the black children shot this past weekend but wanna run up on a church. Its sooooo fake it hurts. Im on a copious amount of drugs and even i can see it, i dunno how this became acceptable but its sad as fuck.",ethnicityandrace
Let me guess : yet another #Christian woman shouting her rights are being violated by having to listen to music....#Laughable,religion
What do you think that you will show unauthentic and unreliable sources and I accept it? I am not an idiot. Also there is no problem for Muslims in China,religion
"@Drakeula_ I know it is, dumbass your poor ass wouldn't be able to get a plane ticket for a fight get fuck yourself dumb nigger",ethnicityandrace
"Trump and all his followers who support actions like these at the border, and yet call themselves Christian, is exactly the same radical religious behavior that ISIS displays.",religion
@TFawls12 fuck you dumb nigger,ethnicityandrace
"You deluded?RT @KheyTeeKat: Lady Gaga said that Jesus is the new black. So, she was basically calling Jesus a NIGGER!!! She's disgusting!!!!",ethnicityandrace
Idiots are told by a man what to wear https://t.co/kMVtHTpTJe,gender
"I made some CHOCOLATE PIE FOR YO ASS! TAKE A SLICE BITCH! ""@tayyoung_: FUCK OBAMA, dumb ass nigger""",ethnicityandrace
"And thanks to a few idiots like you with names like Johnny, Kristanophobia is also beginning. Suddenly we see you as the real trouble maker dividing Hindus and Muslims. Thats over. Wait a bit. Keep up your antics here.",religion
The one where the parents of kids that this high school mean girl bullied tied her to a football goalpost and stoned her to death,age
RT @gogglepossum: Don't you hate people that put salt on their bag of dicks before even trying them?,gender
Megan is upset by #school #bullies 'cos of her reading skills. Her father cheers her up with a unique suggestion,age
Done. Definitely a female who has no self esteem to call herself Sweet Bitch.,gender
@GuysPIctures fuck Lincoln dumb nigger. Lover,ethnicityandrace
"Our school is filled with ""niggers"" well at least it isn't filled with illiterate dumb fucks #DBHATEWEEK",ethnicityandrace
"can’t believe jack apologized for vaping (which, who cares?) but stayed quiet about the fact that he uses gay as an insult ang laughs at rape jokes",gender
"Can everyone still at school, not bully their teachers, like I genuinely mean it",age
PREACH GIRL. And it continues in college with stupid prerequisite classes. It's all shit. In High school I had horrible and mean teachers that actually bullied me when I didn't understand something. But it's the students fault when we can't pass. Ridiculous.,age
"At #UNGA Imran Khan explain below only. Jihad, War, Nuclear war, Terrorism, Radicalised Islam, Kashmir Modi India, Where as Bharat PM Mr Modi explains below. Peace Harmony Development Cleanliness Humanity Brotherhood Difference between terrorists &amp; Peace loving country.",religion
Hmm the New York Post front page appears to using gay rape as a fun lil joke. Its ok tho cos he broke the law.,gender
"@_LastNameJones_: Fck the testicle you were formed in you cum guzzler. RT @tayyoung_: FUCK OBAMA, dumb ass nigger kmsl hahaha",ethnicityandrace
Itâ€™s so funny seeing people/ teachers From my high school tweet about â€œThe black lives matter movementâ€ when they literally bullied me for being the only black girl at our private school . Carry on tho and keep spreading awareness/ protesting. #BlackLivesMatter,age
Oh yeah Colin! Smash those girls! :D #MKR,gender
The US is the high school bully nobody likes.,age
"Aye yall get her ass!! RT @tayyoung_ FUCK OBAMA, dumb ass nigger",ethnicityandrace
"I think most people would agree that the blue story incident is a more damaging form of racism, but even though both stories were covered, only the blatant racism was called out and condemned. The media need to realise racism isn't one idiot shouting ""nigger"" at a football match.",ethnicityandrace
You will keep Saying ISIS is islamic terrorists organization i will keep saying Quran doesn't ask muslims to kill innocence so what they are doing is against the teaching of Islam. this is never ending arguments so bybye,religion
"@jncatron And the Muslims want to destroy Israel because they are racists, not because of the land, which is tiny. https://t.co/8cmfoOZwxz",religion
"Rape is not a fucking joke. Neither is self injury, or eating disorders, or being gay. I don't give a fuck who you THINK you are. Not funny.",gender
plz tell me why girls who bullied me in high school are now sending me this. this quarantine gotta be over QUICK.,age
I was loyal to you because you were loyal to Christian beliefs and stood up to the radical bullies. I made the sacrifice of driving the extra miles and spending the extra money to support you. That will be no longer the case. The hero is gone.,religion
My niece in high school is worried about the bullies in her school. She's convinced they'll be grabbing at masks and breathing on people.,age
I'm sure by banning them they will learn very quickly that we don't like sexist racist bigots that kill gays and rape victims,gender
"I hated them... I wanted them to be leaked. My friends that were bullied got rejected. We recorded girls, I am now 29 Years old. I did bad stuff. I got drunk, and got high. I went to jail for 3 years.",age
"This is the thing, you guys don’t understand, No human converts to Muslim. Islam is not a religion you idiots, it’s a way of life. And who ever start follow this path, is call Muslim. Very simple. very complicated for you may be. Good luck",religion
"you get offended by winking.. what Muslim people did on burhan wani's funeral?? What were their reactions when afjal guru and yakub memon was found guilty? And hindus are hate monger, great. Its Muslim and idiots like u who think they are secular and supporting this shit",religion
"@greenlinerzjm Mohammed was a slave trader, caravan robber, murderer, beheader, rapist, sexist, bigot, liar and pedophile. Just like ISIS.",religion
jamie and matty can laugh it off and say nigga/nigger all they want i just want them to know it makes me feel disgusting.,ethnicityandrace
I'm so proud of myself I said to my school bully that I'm not afraid of you anymore and thanks for making my life miserable and I told her I have a lot of people on my back and blocked her,age
Nursing school really is my personal bully,age
You know how there are people who peak early? I imagine this is for those bullies who peaked in middle school and want to relive those glory days.,age
Fuck off dumb nigger quite text n my phone u got the wrong #bitxh,ethnicityandrace
